Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,daily_sentiment
2021-09-30,270.6499938964844,274.260009765625,270.44000244140625,271.2200012207031,271.2200012207031,5224200,CRM,0.0
2021-10-01,271.5,276.3399963378906,268.7699890136719,275.260009765625,275.260009765625,4756000,CRM,0.6124
2021-10-04,275.2200012207031,275.29998779296875,266.1400146484375,270.8599853515625,270.8599853515625,6393800,CRM,-0.4389
2021-10-05,272.1099853515625,273.54998779296875,271.0299987792969,271.7699890136719,271.7699890136719,4050400,CRM,-0.9413
2021-10-06,269.6700134277344,275.489990234375,267.5,275.2699890136719,275.2699890136719,4745500,CRM,-0.9413
2021-10-07,276.8999938964844,279.5,274.0799865722656,274.5799865722656,274.5799865722656,5374200,CRM,0.6892
2021-10-08,275.5400085449219,276.9200134277344,272.2699890136719,272.4800109863281,272.4800109863281,2683300,CRM,0.6892
2021-10-11,271.7799987792969,276.2699890136719,271.510009765625,273.75,273.75,2693000,CRM,0.6892
2021-10-12,276.4200134277344,280.75,276.0199890136719,279.0,279.0,5970100,CRM,0.42995
2021-10-13,280.0,285.1000061035156,278.6000061035156,284.4100036621094,284.4100036621094,6573500,CRM,0.42995
2021-10-14,286.0,290.6400146484375,284.6600036621094,290.0199890136719,290.0199890136719,5433900,CRM,0.8564
2021-10-15,292.489990234375,292.8699951171875,289.32000732421875,291.6600036621094,291.6600036621094,5119300,CRM,0.4278
2021-10-18,290.7799987792969,293.25,288.7099914550781,291.70001220703125,291.70001220703125,5163300,CRM,0.4278
2021-10-19,292.1000061035156,295.5299987792969,291.3599853515625,292.3399963378906,292.3399963378906,3631200,CRM,0.2023
2021-10-20,293.1099853515625,295.4100036621094,287.95001220703125,290.0899963378906,290.0899963378906,4487900,CRM,0.2023
2021-10-21,289.4700012207031,291.57000732421875,288.2699890136719,289.8099975585937,289.8099975585937,2828500,CRM,0.2808
2021-10-22,289.0,293.0,288.17999267578125,292.5599975585937,292.5599975585937,2927000,CRM,-0.3109
2021-10-25,293.29998779296875,295.1300048828125,291.7200012207031,293.9200134277344,293.9200134277344,2993500,CRM,-0.3109
2021-10-26,295.7799987792969,298.3599853515625,293.6199951171875,295.1099853515625,295.1099853515625,3601400,CRM,-0.3109
2021-10-27,296.5299987792969,299.19000244140625,295.0899963378906,295.1499938964844,295.1499938964844,3742700,CRM,-0.3109
2021-10-28,295.07000732421875,298.8099975585937,293.5299987792969,298.3800048828125,298.3800048828125,3450400,CRM,-0.3109
2021-10-29,298.0,300.7799987792969,296.2699890136719,299.69000244140625,299.69000244140625,4251900,CRM,0.0
2021-11-01,301.5,304.8599853515625,299.7200012207031,302.760009765625,302.760009765625,3825100,CRM,0.0
2021-11-02,301.7200012207031,303.44000244140625,299.4100036621094,302.95001220703125,302.95001220703125,4177500,CRM,0.0
2021-11-03,303.95001220703125,303.95001220703125,298.19000244140625,302.8900146484375,302.8900146484375,3260200,CRM,0.0
2021-11-04,303.5,308.4100036621094,302.3999938964844,308.0400085449219,308.0400085449219,3833800,CRM,0.0
2021-11-05,308.5,311.3999938964844,303.3399963378906,307.25,307.25,4681800,CRM,0.0
2021-11-08,307.20001220703125,311.3900146484375,305.8999938964844,309.9599914550781,309.9599914550781,3893000,CRM,0.0
2021-11-09,310.0,311.75,307.2200012207031,309.7099914550781,309.7099914550781,3126500,CRM,0.0
2021-11-10,306.57000732421875,308.5899963378906,297.8900146484375,299.6700134277344,299.6700134277344,4350900,CRM,0.0
2021-11-11,301.5,305.75,301.5,302.9800109863281,302.9800109863281,2681900,CRM,0.0
